Song,Lyrics
Wife,"Freak in the sheets, at the movies, and back at your place"
Wife,You should thank God the heavens designed me
Wife,You noticin' it when you walk by me
Wife,"You say, ""What's that? It's really nice"
Wife,Wearin' this shit my whole life
Wife,"What's that material?"" Oh, yeah, it's wife"
Wife,"Da, da-da, yeah"
Wife,"Ah-ta-da-da, da-da"
Wife,Here comes your life
Wife,"Dressed in something nice, yeah"
Wife,"Oh, yeah, it's wife"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,Sometimes life gets bitter
Your Loves Like,"I get strung out, caught in the middle"
Your Loves Like,And I can't breathe
Your Loves Like,I just need a little taste of paradise
Your Loves Like,I know a place I can escape to
Your Loves Like,"Where I go, troubles never break through"
Your Loves Like,"The grass is greener, my head is clearer"
Your Loves Like,I got peace of mind
Your Loves Like,When I fall into your eyes
Your Loves Like,Your love's like breathing in the salty air of summer
Your Loves Like,On a private island just for me
Your Loves Like,Your love's like the feeling I get
Your Loves Like,When my favorite song's spinnin' in my head
Your Loves Like,Keep it play-playin' on repeat
Your Loves Like,It's like flowers in the springtime
Your Loves Like,Every day is Valentine's
Your Loves Like,"So good, it's hard to describe"
Your Loves Like,It's like Paris after midnight
Your Loves Like,Dancing in the moonlight
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,Stop signs I keep on running into
Your Loves Like,Red lights make me wanna scream like
Your Loves Like,Why can't it just be only you and me
Your Loves Like,All the time? 
Your Loves Like,In a world no one can find
Your Loves Like,Your love's like breathing in the salty air of summer
Your Loves Like,On a private island just for me
Your Loves Like,Your love's like the feeling I get
Your Loves Like,When my favorite song's spinnin' in my head
Your Loves Like,Keep it play-playin' on repeat
Your Loves Like,It's like flowers in the springtime
Your Loves Like,Every day is Valentine's
Your Loves Like,"So good, it's hard to describe"
Your Loves Like,It's like Paris after midnight
Your Loves Like,Dancing in the moonlight
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,When life has left me numb
Your Loves Like,And I need a pick-me-up
Your Loves Like,There's no better rush than your love
Your Loves Like,"Your love, your love"
Your Loves Like,Your love's like breathing in the salty air of summer
Your Loves Like,On a private island just for me
Your Loves Like,Your love's like the feeling I get
Your Loves Like,When my favorite song's spinnin' in my head
Your Loves Like,Keep it play-playin' on repeat
Your Loves Like,It's like walking on the ceiling
Your Loves Like,Can't compare the feeling
Your Loves Like,Better than I could ever describe
Your Loves Like,It's like soakin' in the sunrise
Your Loves Like,Not a worry on my mind 
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh "
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh "
Your Loves Like,"That's what your love, that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,"That's what your love , that's what your love's like"
Your Loves Like,"Woah-oh, woah-oh"
Your Loves Like,That's what your love's like
And Coi Leray Nonsense Remix,"[Intro: Sabrina Carpenter, "
And Coi Leray Nonsense Remix,Coi Leray
And Coi Leray Nonsense Remix,]
And Coi Leray Nonsense Remix,"Oh-oh, oh-oh, oh-oh "
And Coi Leray Nonsense Remix,(
And Coi Leray Nonsense Remix,Sabrina
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,"Da-ah, ah-ah, ah-ah-ah ("
And Coi Leray Nonsense Remix,"Coi Leray, sheesh"
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,Ayy (
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,Uh-huh (
And Coi Leray Nonsense Remix,Let's go
And Coi Leray Nonsense Remix,"), yeah"
And Coi Leray Nonsense Remix,Think I only want one number in my phone
And Coi Leray Nonsense Remix,"I might change your contact to ""Don't Leave Me Alone"""
And Coi Leray Nonsense Remix,You said you like my eyes and you like to make 'em roll
And Coi Leray Nonsense Remix,"Treat me like a queen, now you got me feelin' thrown, oh"
And Coi Leray Nonsense Remix,But I can't help myself when you get close to me
And Coi Leray Nonsense Remix,"Baby, my tongue goes numb, sounds like ""bleh-blah-blee"""
And Coi Leray Nonsense Remix,"I don't want no one else , baby, I'm in too deep"
And Coi Leray Nonsense Remix,"Here's a lil' song I wrote , it's about you and me "
And Coi Leray Nonsense Remix,"[Chorus: Sabrina Carpenter, "
And Coi Leray Nonsense Remix,Coi Leray
And Coi Leray Nonsense Remix,]
And Coi Leray Nonsense Remix,I'll be honest
And Coi Leray Nonsense Remix,Lookin' at you got me thinkin' nonsense
And Coi Leray Nonsense Remix,Cartwheels in my stomach when you walk in
And Coi Leray Nonsense Remix,And when you got your arms around me
And Coi Leray Nonsense Remix,"Oh, it feels so good"
And Coi Leray Nonsense Remix,I had to jump the octave
And Coi Leray Nonsense Remix,"I think I got an ex, but I forgot him ("
And Coi Leray Nonsense Remix,Uh-huh
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,"And I can't find my chill, I must've lost it ("
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,I don't even know (
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,"), I'm talkin' nonsense"
And Coi Leray Nonsense Remix,"I'm talkin', I'm talkin', I'm talkin' "
And Coi Leray Nonsense Remix,"Yeah, this boy got me goin' crazy "
And Coi Leray Nonsense Remix,"We just started dating, now he say he want a baby "
And Coi Leray Nonsense Remix,"He said, ""Coi, you so amazing"
And Coi Leray Nonsense Remix,"You a freak in the sheets and the streets, you such a lady"""
And Coi Leray Nonsense Remix,He like when I'm talkin' pop shit
And Coi Leray Nonsense Remix,"It's your bedtime, come and lay up in it "
And Coi Leray Nonsense Remix,You just gonna blame it on the Goose 
And Coi Leray Nonsense Remix,Come take off these Jimmy Choos 
And Coi Leray Nonsense Remix,"Yeah, dim the lights, got me in my mood"
And Coi Leray Nonsense Remix,"Fuckin' in Italy, Moulin Rouge"
And Coi Leray Nonsense Remix,Sex on the flight and we breakin' all the rules 
And Coi Leray Nonsense Remix,"Soon as I land, I'ma need a round two "
And Coi Leray Nonsense Remix,He lovin' this body 
And Coi Leray Nonsense Remix,"Coi Leray, you know I'm a problem "
And Coi Leray Nonsense Remix,"He want to come through and solve it, just miss me with the toxic"
And Coi Leray Nonsense Remix,"Yeah, you talkin' that nonsense"
And Coi Leray Nonsense Remix,"[Pre-Chorus: Sabrina Carpenter, "
And Coi Leray Nonsense Remix,Coi Leray
And Coi Leray Nonsense Remix,]
And Coi Leray Nonsense Remix,But I can't help myself (
And Coi Leray Nonsense Remix,"Yeah, yeah"
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,When you get close to me (
And Coi Leray Nonsense Remix,Uh
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,"Baby, my tongue goes numb ("
And Coi Leray Nonsense Remix,Sheesh
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,"Sounds like ""bleh-blah-bleh-blee"" ("
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,I don't want no one else 
And Coi Leray Nonsense Remix,"Baby, I'm in too deep "
And Coi Leray Nonsense Remix,Here's a lil' song I wrote 
And Coi Leray Nonsense Remix,It's about you and me (
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,"[Chorus: Sabrina Carpenter, "
And Coi Leray Nonsense Remix,Coi Leray
And Coi Leray Nonsense Remix,]
And Coi Leray Nonsense Remix,I'll be honest 
And Coi Leray Nonsense Remix,Lookin' at you got me thinkin' nonsense 
And Coi Leray Nonsense Remix,Cartwheels in my stomach when you walk in 
And Coi Leray Nonsense Remix,(
And Coi Leray Nonsense Remix,Let's go
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,When you got your arms around me
And Coi Leray Nonsense Remix,"Oh, it feels so good ("
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,I had to hit the octave (
And Coi Leray Nonsense Remix,"Yeah, uh-huh"
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,"I think I got an ex, but I forgot him"
And Coi Leray Nonsense Remix,"And I can't find my chill, I must've lost it"
And Coi Leray Nonsense Remix,"I don't even know, I'm talkin' nonsense "
And Coi Leray Nonsense Remix,"I'm talkin', I'm talkin', I'm talkin'"
And Coi Leray Nonsense Remix,"[Bridge: Sabrina Carpenter, "
And Coi Leray Nonsense Remix,Coi Leray
And Coi Leray Nonsense Remix,]
And Coi Leray Nonsense Remix,"I'm talkin', I'm talkin' , I'm talkin'"
And Coi Leray Nonsense Remix, 
And Coi Leray Nonsense Remix,Let's go
And Coi Leray Nonsense Remix,"Ah-ah, ah-ah, ah ("
And Coi Leray Nonsense Remix,Yeah
And Coi Leray Nonsense Remix,)
And Coi Leray Nonsense Remix,I don't even know anymore
And Coi Leray Nonsense Remix,"Talkin', talkin', talkin' nonsense"
And Coi Leray Nonsense Remix, 
And Coi Leray Nonsense Remix,This song harder than keepin' a secret
And Coi Leray Nonsense Remix,"He said my head's crazy, I'm a genius"
And Coi Leray Nonsense Remix,"What's better than one pop star? It's two, bitch"
And Coi Leray Nonsense Remix,It's Coi Leray and 'Brina on the remix
White Flag,"Take, take it all away"
White Flag,Save my heart for another day
White Flag,I'm up late on the telephone
White Flag,And I'm all alone with a dial tone
White Flag,"Wait, wait 'til the sun is up"
White Flag,Drown my dreams in a coffee cup
White Flag,"Palms out, wanna beg for luck"
White Flag,"But I'm way too proud, never giving up"
White Flag,"Oh, something's gotta happen"
White Flag,Something's gotta give
White Flag,And something's got to break
White Flag,"I know someday, it's gonna happen"
White Flag,"Someday, it's gonna give"
White Flag,Can't always be this way
White Flag,And if the riptide comes to get me
White Flag,"Pulls me under, won't upset me"
White Flag,I'll go down
White Flag,"I'll throw the white flag, I'll surrender"
White Flag,"Knock me down, not forever"
White Flag,Just for now
White Flag,"Give, give everything I've got"
White Flag,"Out of reach, but I'll take a shot"
White Flag,Kick rocks in the parking lot
White Flag,"Feel like giving up, but I'll never stop"
White Flag,"Run, run, running like a fool"
White Flag,Never win if you never lose
White Flag,And find hope in a little truth
White Flag,"Wanna learn new tricks, gotta jump through hoops"
White Flag,"Oh, something's gotta happen"
White Flag,Something's gotta give
White Flag,And something's got to break
White Flag,"I know someday, it's gonna happen"
White Flag,"Someday, it's gonna give"
White Flag,Can't always be this way
White Flag,And if the riptide comes to get me
White Flag,"Pulls me under, won't upset me"
White Flag,I'll go down
White Flag,"I'll throw the white flag, I'll surrender"
White Flag,"Knock me down, not forever"
White Flag,Just for now
White Flag,"Not forever, just for now"
White Flag,"Not forever, just for now"
White Flag,"Not forever, not forever"
White Flag,"Not forever, won't stay down"
White Flag,"Not forever, just for now"
White Flag,"Not forever, just for now"
